Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,12867773,192,67019.7,67376.5,23008,111041,32441.5,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, cutlass::bfloat16_t, (int)8>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0, (int)8>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1>>>>(T1::Params)"
0.1,9831343,48,204819.6,204609.0,202689,214080,1613.8,nvjet_sm90_tst_320x128_64x3_1x2_h_bz_coopB_TNT
0.0,8769093,1022,8580.3,8720.5,7488,15264,818.8,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
0.0,8121799,4,2030449.8,2028634.0,1944969,2119562,96447.7,_topk_topp_kernel
0.0,7482657,48,155888.7,155809.0,154657,161313,985.1,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT
0.0,7230115,48,150627.4,150560.5,148737,155009,857.7,nvjet_sm90_tst_256x144_64x4_2x1_v_bz_coopA_TNT
0.0,5841536,48,121698.7,121840.5,118625,125025,995.0,nvjet_sm90_tst_128x240_64x4_2x1_v_bz_coopA_TNT
0.0,5274235,48,109879.9,109808.5,108704,113313,650.5,nvjet_sm90_tst_256x160_64x4_1x2_h_bz_coopA_TNT
0.0,5004994,1018,4916.5,4784.5,3520,16416,1298.2,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,4186934,48,87227.8,87169.0,86241,90145,544.4,nvjet_sm90_tst_128x256_64x4_2x1_v_bz_coopA_TNN
0.0,3817170,3046,1253.2,1248.0,1024,3584,142.3,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,3551309,1011,3512.7,2400.0,1760,6336,1563.9,"void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)"
0.0,3267537,48,68073.7,68080.5,67008,69056,548.7,nvjet_sm90_tst_256x128_64x4_2x1_v_bz_coopA_TNT
0.0,2547345,48,53069.7,53120.5,52001,53857,496.8,nvjet_sm90_tst_256x160_64x4_4x1_v_bz_coopA_TNT
0.0,2435656,1015,2399.7,2432.0,2175,3104,132.2,_compute_slot_mapping_kernel
0.0,2229835,192,11613.7,11071.0,6527,18272,4131.7,"void tensorrt_llm::kernels::cutlass_kernels::blockExpertPrefixSumKernel<(int)1024>(const int *, int *, int *, long, long, int)"
0.0,1957043,1016,1926.2,1920.0,1408,3712,148.8,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
