model,config,regime,batch_size,prompt_words,output_tokens,stage,kernel_short,kernel_full,ncu_data_source,sm_throughput_pct,dram_throughput_pct,tensor_pipe_active_pct,warps_active_pct,l1_hit_pct,l2_hit_pct,stall_long_scoreboard_avg,stall_math_pipe_throttle_avg,verdict,headroom_estimate_pct,duration_ns_median
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,elementwise,"void at::index_elementwise_kernel<128, 4, void at::gpu_index_kernel<void at::ind",june-9-full-set,0.78,0.41,0.23,6.18,17.75,64.17,7.45,0.0,low_occupancy,99.2,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,elementwise,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_c",june-9-full-set,0.99,0.43,0.17,6.24,24.71,58.82,16.86,0.0,low_occupancy,99.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,flash_attn_fwd_combine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<8>, c",june-9-full-set,2.84,2.25,0.08,12.2,6.38,44.43,4.44,0.15,low_occupancy,97.2,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,flash_attn_main,void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<,june-9-full-set,23.86,35.04,30.77,18.52,4.03,5.33,2.86,0.2,low_occupancy,65.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,fused_moe_kernel,fused_moe_kernel,june-9-full-set,13.51,67.52,10.11,19.9,0.32,3.37,9.08,0.23,low_occupancy,32.5,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,fused_qknorm,"void <unnamed>::fused_qknorm_warp<128, 1, __nv_bfloat16>(<unnamed>::QKNormParams",june-9-full-set,1.35,0.57,0.22,6.12,58.33,49.96,6.56,0.0,low_occupancy,98.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,index,"void at::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, ",june-9-full-set,0.88,0.05,0.05,6.25,68.52,63.76,2.93,0.0,low_occupancy,99.1,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,moe_align_block,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int,",june-9-full-set,0.16,0.05,0.28,41.77,0.0,62.47,0.24,0.76,latency_bound,99.8,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,nvjet_gemm_64x8_64x16,nvjet_tst_64x8_64x16_4x1_v_bz_splitK_TNT,june-9-full-set,8.18,42.77,3.3,14.37,0.0,6.31,8.97,0.28,low_occupancy,57.2,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,nvjet_gemm_64x8_64x16,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,june-9-full-set,7.92,51.1,4.32,14.26,0.0,4.19,7.94,0.28,low_occupancy,48.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,nvjet_gemm_8x64_64x16,nvjet_tst_8x64_64x16_4x1_v_bz_TNN,june-9-full-set,2.08,1.95,5.7,14.38,0.0,56.24,4.76,0.29,low_occupancy,97.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,rope,void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheEnhancedHeadParallelismKerne,june-9-full-set,0.86,0.55,0.01,6.12,70.05,54.61,6.31,0.0,low_occupancy,99.1,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,topkGatingSoftmax,"void topkGatingSoftmax<__nv_bfloat16, 8, 128, 4, 16>(const T1 *, const bool *, f",june-9-full-set,0.11,0.06,0.03,6.24,77.5,59.92,0.59,0.0,low_occupancy,99.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,triton_poi_fused_clamp_sub_0,triton_poi_fused_clamp_sub_0,june-9-full-set,0.0,0.03,0.0,1.56,0.0,33.14,25.83,0.0,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,void count_and_sort_expert_tokens_k,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned",june-9-full-set,0.01,0.04,0.0,5.47,16.84,36.58,17.68,0.01,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_medium_balanced,8,800,256,decode,void flash::prepare_varlen_num_bloc,"void flash::prepare_varlen_num_blocks_kernel<1, 1>(int, int, int, const int *, c",june-9-full-set,0.01,0.06,0.0,1.56,37.5,48.78,1.53,0.0,low_occupancy,99.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,FusedAddRMSNorm,"void norm::FusedAddRMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned in",june-9-full-set,0.06,0.14,0.0,12.39,40.0,50.63,6.05,0.1,low_occupancy,99.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,RMSNorm,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsig",june-9-full-set,0.06,0.11,0.0,11.64,25.0,50.85,6.44,0.07,low_occupancy,99.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,act_and_mul,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 ",june-9-full-set,0.15,0.26,0.0,4.62,0.0,45.99,4.56,0.0,low_occupancy,99.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,cublaslt_cublasSplitKParams,"void cublasLt::splitKreduce_kernel<32, 16, int, float, __nv_bfloat16, float, __n",june-9-full-set,2.2,0.22,0.02,7.97,0.0,46.34,1.91,0.04,low_occupancy,97.8,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,device_scan,"void at_cuda_detail::DeviceScanInitKernel<at_cuda_detail::ScanTileState<int, 1>>",june-9-full-set,0.01,0.03,0.79,5.2,0.0,41.85,0.09,0.0,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,device_scan,"void at_cuda_detail::DeviceScanKernel<at_cuda_detail::DeviceScanPolicy<int, std:",june-9-full-set,0.06,0.17,0.0,6.24,66.67,58.8,2.26,0.0,low_occupancy,99.8,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,"void <unnamed>::elementwise_kernel_with_index<int, at::arange_cuda_out(const c10",june-9-full-set,0.0,0.03,0.0,2.83,0.0,40.38,0.0,0.0,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,"void at::vectorized_elementwise_kernel<4, at::FillFunctor<int>, std::array<char ",june-9-full-set,0.01,0.04,0.0,5.9,0.0,37.51,0.0,0.0,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,"void at::vectorized_elementwise_kernel<2, at::CUDAFunctorOnSelf_add<long>, std::",june-9-full-set,0.01,0.06,0.0,4.59,50.0,43.8,1.05,0.0,low_occupancy,99.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<int>, std::a",june-9-full-set,0.02,0.05,0.27,4.19,50.0,44.18,1.7,0.0,low_occupancy,99.9,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,"void at::index_elementwise_kernel<128, 4, void at::gpu_index_kernel<void at::ind",june-9-full-set,0.02,0.23,0.21,5.82,10.53,71.12,9.94,0.0,low_occupancy,99.8,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorItera,june-9-full-set,0.01,0.28,0.0,5.84,0.0,63.64,0.59,0.0,low_occupancy,99.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,"void at::index_elementwise_kernel<128, 4, void at::gpu_index_kernel<void at::ind",june-9-full-set,0.01,0.31,0.11,3.48,0.0,66.94,7.15,0.0,low_occupancy,99.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorItera,june-9-full-set,0.01,0.31,0.0,4.96,0.0,63.83,2.17,0.0,low_occupancy,99.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,elementwise,void at::unrolled_elementwise_kernel<at::direct_copy_kernel_cuda(at::TensorItera,june-9-full-set,0.01,0.32,0.0,4.89,0.0,64.25,1.23,0.0,low_occupancy,99.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,flash_attn_main,void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<,june-9-full-set,2.38,1.21,3.94,17.19,10.68,35.53,1.19,0.09,low_occupancy,97.6,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,fused_moe_kernel,fused_moe_kernel,june-9-full-set,12.06,50.48,7.98,11.95,0.65,2.84,4.06,0.06,low_occupancy,49.5,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,fused_moe_kernel,fused_moe_kernel,june-9-full-set,11.68,63.78,8.88,9.15,0.1,1.76,3.33,0.03,low_occupancy,36.2,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,fused_qknorm,"void <unnamed>::fused_qknorm_warp<128, 1, __nv_bfloat16>(<unnamed>::QKNormParams",june-9-full-set,0.17,0.12,0.22,6.19,58.33,54.98,4.5,0.0,low_occupancy,99.8,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,index,"void at::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, 2, ",june-9-full-set,0.29,0.06,0.15,6.24,33.12,53.91,7.02,0.0,low_occupancy,99.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,moe_align_block,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int,",june-9-full-set,0.16,0.05,0.31,40.57,0.0,59.26,0.09,0.76,latency_bound,99.8,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,nvjet_gemm_64x8_64x16,nvjet_tst_64x8_64x16_2x1_v_bz_TNT,june-9-full-set,0.26,1.91,6.32,14.37,0.0,20.66,3.93,0.3,low_occupancy,98.1,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,nvjet_gemm_64x8_64x16,nvjet_tst_64x8_64x16_4x1_v_bz_splitK_TNT,june-9-full-set,7.87,43.21,3.35,14.4,0.0,5.49,8.87,0.28,low_occupancy,56.8,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,nvjet_gemm_64x8_64x16,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,june-9-full-set,7.98,50.96,4.25,14.3,0.0,4.01,8.27,0.27,low_occupancy,49.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,rope,void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheEnhancedHeadParallelismKerne,june-9-full-set,0.3,0.12,0.0,2.76,53.53,48.64,6.44,0.0,low_occupancy,99.7,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,topkGatingSoftmax,"void topkGatingSoftmax<__nv_bfloat16, 8, 128, 4, 16>(const T1 *, const bool *, f",june-9-full-set,0.03,0.05,0.01,1.93,75.0,59.18,0.51,0.0,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,triton_per_fused_copy__mul_sum_0,triton_per_fused_copy__mul_sum_0,june-9-full-set,0.49,0.24,0.0,12.4,5.56,45.03,6.38,0.03,low_occupancy,99.5,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,triton_poi_fused_clamp_sub_0,triton_poi_fused_clamp_sub_0,june-9-full-set,0.0,0.03,0.0,1.56,0.0,48.82,27.12,0.0,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,void count_and_sort_expert_tokens_k,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned",june-9-full-set,0.01,0.03,0.0,4.38,0.0,49.09,8.31,0.03,low_occupancy,100.0,
qwen3-30b-a3b-bf16,cookbook_baseline,R_short_decode,1,100,256,decode,void flash::prepare_varlen_num_bloc,"void flash::prepare_varlen_num_blocks_kernel<1, 1>(int, int, int, const int *, c",june-9-full-set,0.01,0.06,0.0,1.56,57.14,50.23,1.99,0.0,low_occupancy,99.9,
